content,modern_translation
效 死 而 民 弗 去 ， 则 是 可 为 也 。,"'只 要 让 人 民 接 沉 于 事 物 的 边 缘 ， 就 可 以 做 的 。'
</syntaxhighlight>

== 文言文 ==
=== 文言文句子 ===
	 文言文句子：'孟 子 曰 ：'
	 现代汉语�����"
则 是 可 为 也 。,"'那 就 可 以 作 为 了 。'
    正确翻译理由：
    正确翻译理由：'文 言 文 言 是 说 的 ，'
    正确翻译：'文 言 文 言 是 说 的 ，'
    正确翻译：'文 言 文 言 是 说 的 ，'
    正确�����"
王 子 垫 问 曰 ：,"'周 子 垫 衣 垫 问 曰 ：'

    正确翻译是：
    正确翻译：'周 子 曾 问 道 ：'
    正确翻译：'周 子 曾 问 ：'
    正确翻译：'周 子 曾 问 道 ：'
    正确翻"
王 子 垫 问 曰 ： 士 何 事 ？,"'周 子 垫 问 道 ： 王 子 怎 样 办 呢 ？ ： 它 是 士 徒 哪 里 处 的 ？'
    正确翻译说明：
    正确翻译表明：周 子 垫 问 王 子 ： 怎 么 办"
士 何 事 ？,"'谁 是 谁 的 ？'
    正确翻译：'谁 是 谁 的 ？'
    正确翻译：'谁 是 谁 的 ？'
    正确翻译：'谁 是 谁 的 ？'
    正确翻译：'谁 是 谁 的 ？'
    正确翻译"
孟 子 曰 ：,"'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'

    正确翻译是：
    正确翻译：'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译：'�"
孟 子 曰 ： 尚 志 。,"'孟 子 说 ： 要 坚 持 正 向 。'
    正确翻译理由：
    正确翻译理由：'孟 子 在 文 言 文 言 中 表 达 的 意 思 是 要 坚 持 正 向 的 态 度 。'

    正确翻译：
    正"
尚 志 。,"'坚 持 正 确 的 。'
    正确翻译：'坚 持 正 确 的 。'
    正确翻译：'坚 持 正 确 的 。'
    正确翻译：'坚 持 正 确 的 。'
    正确翻译：'坚 持 正 确 的 。'
    正确翻译"
曰 ：,"'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'

    正确翻译是因为：
    正确翻译：'孟 子 说 ：'
    原文：'曰 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译理由：'曰 ：' 这 个 ��"
曰 ： 何 谓 尚 志 ？,"'孟 子 说 ： 又 该 怎 么 看 尚 志 能 行 呢 ？'
    正确翻译的说明：
    正确翻译的原因：
    文言文句子中的'尚 志 能 行 呢 ？' 表达了孟 子 对 尚 志 行"
何 谓 尚 志 ？,"'尚 志 好 于 何 ？'
    正确翻译：'尚 志 好 于 哪 些 事 物 ？'
    正确翻译：'尚 志 好 于 哪 些 事 物 ？'
    正确翻译：'尚 志 好 于 哪 些 事 物 ？'
    正确��"
孟 子 曰 ：,"'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'

    正确翻译是：
    正确翻译：'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译：'�"
孟 子 曰 ： 仲 子 ，,"'孟 子 说 ： 仲 子 ，'
    正确翻译：'孟 子 说 ： 仲 子 是 太 尊 的 ，'

    正确翻译是：
    正确翻译：'孟 子 说 ： 仲 子 是 太 尊 的 ，'
    正确�"
孟 子 曰 ： 仲 子 ， 不 义 与 之 齐 国 而 弗 受 ，,"'孟 子 说 ： 仲 子 ， 不 正 确 与 他 相 互 亲 近 丧 亲 国 却 不 受 他 宋 国 的 干 支 ，'
    正确翻译的方"
仲 子 ，,"'仲 子 是 中 国 最 贤 能 的 ，'
    正确翻译：'仲 子 是 中 国 最 贤 能 的 ，'
    正确翻译：'仲 子 是 中 国 最 贤 能 的 ，'
    正确翻译：'仲 子 是 中 国 最 贤 能"
仲 子 ， 不 义 与 之 齐 国 而 弗 受 ，,"'周 子 ， 不 服 丧 与 他 齐 国 一 样 不 受 ，'
    正确翻译：'周 子 ， 不 服 丧 与 齐 国 一 样 不 受 ，'
    正确翻译：'周 子 ， 与"
仲 子 ， 不 义 与 之 齐 国 而 弗 受 ， 人 皆 信 之 ，,"'周 子 ， 不 正 确 地 与 他 相 互 互 亲 近 齐 国 ， 人 们 都 相 信 他 ，'
    正确翻译意思：'周 子 ， 却 不 愿 意 正"
不 义 与 之 齐 国 而 弗 受 ，,"'不 仁 爱 地 侍 狄 国 而 不 受 他 们 的 害  done ，'
    正确翻译：'不 愿 意 害 狄 国 而 不 受 他 们 的 害  done ，'
    正确翻译：'不 ��"
不 义 与 之 齐 国 而 弗 受 ， 人 皆 信 之 ，,"'不 仁 爱 的 国 家 把 护 着 他 的 齐 国 ， 而 不 给 齐 国 免 受 侵 犯 ， 人 们 都 相 信 他 ，'

    正确翻译理由："
不 义 与 之 齐 国 而 弗 受 ， 人 皆 信 之 ， 是 舍 箪 食 豆 羹 之 义 也 。,'不 是 与 齐 国 一 起 行 善 的 ， 齐 国 却 不 受 退 歧 ， 人 们 都 相 信 他 ， 这 就
人 皆 信 之 ，,"'人 们 都 相 信 他 ，'
    正确翻译：'所 有 人 都 相 信 他 ，'
    正确翻译：'所 有 人 都 相 信 他 ，'
    正确翻译：'所 有 人 都 相 信 他 ，'
    正确翻译：'所 有 人 都 相 信 他"
人 皆 信 之 ， 是 舍 箪 食 豆 羹 之 义 也 。,'人 们 都 相 信 他 ， 是 因 为 他 把 箱 托 着 粮 食 、 废 水 扫 扫 的 工 具 ， 这 就 是 他 所 药 的 意 义 了 。'
是 舍 箪 食 豆 羹 之 义 也 。,"'这 就 象 是 舍 弃 箪 具 和 吃 豆 甘 是 他 们 所 谓 的 正 义 。'
    正确翻译说明：
    正确翻译表述了文言文句子所要传达的含义。正确翻"
人 莫 大 焉 亡 亲 戚 、,"'人 莫 大 规 划 就 会 亲 近 戚 亲 、'
    正确翻译：'人 莫 大 规 划 就 会 减 少 亲 戚 关 系 、'
    正确翻译：'人 莫 大 ��"
人 莫 大 焉 亡 亲 戚 、 君 臣 、,"'人 莫 大 规 划 就 会 亲 近 亲 戚 、 君 臣 、'
    正确翻译说明：
    正确翻译是：'人 莫 大 规 划 就 会 亲 近 亲 ��"
人 莫 大 焉 亡 亲 戚 、 君 臣 、 上 下 。,"'人 莫 大 规 划 就 会 亲 戚 、 君 臣 、 上 下 。'
    正确翻译说明：
    正确翻译解释：
    正确翻译是：'人 莫 大 规"
君 臣 、,"'君 臣 、'
    正确翻译：'君 臣 、'
    正确翻译：'君 臣 、'
    正确翻译：'君 臣 、'
    正确翻译：'君 臣 、'
    正确翻译：'君 臣 、'
    正确翻译：'君 臣 、'"
君 臣 、 上 下 。,"'君 臣 、 上 下 一 样 。'
    正确翻译：'君 臣 、 正 如 上 下 一 样 。'
    正确翻译：'君 臣 、 正 如 上 下 一 样 。'
    正确翻译：'君 臣 、 正 如 上 下 一 样 。'"
上 下 。,"'上 下 。'

正确翻译：'上 下 。'

正确翻译：'上 下 。'


正确翻译：'上 下 。'

正确翻译：'上 下 。'


正确翻译：'上"
以 其 小 者 信 其 大 者 ，,"'以 其 小 部 分 信 誓 着 其 大 部 分 ，'
    正确翻译：
    正确翻译：'以 其 小 部 分 为 证 证 ， 以 其 大 部 分 为 证 证 ，'
    正确翻译：'以 其 小 部 分"
以 其 小 者 信 其 大 者 ， 奚 可 哉 ？,"'凭 仗 着 他 们 小 的 ， 还 是 能 够 做 他 们 大 的 吗 ？'
    正确翻译的说明：
    正确翻译的原因：
    文言文句子的意思是：'凭 仗 着 他"
奚 可 哉 ？,"'为 何 能 够 做 这 么 大 了 呢 ？'
    正确翻译说明：
    正确翻译是：
    正确翻译：
    
    正确翻译是：
    正确翻译：
    正确翻译：
    正确翻译：
    正确翻译："
桃 应 问 曰 ：,"'桃 应 问 道 ：'
    正确翻译：'桃 应 问 ：'
    正确翻译：'桃 应 问 ：'
    正确翻译：'桃 应 问 ：'
    正确翻译：'桃 应 问 ：'
    正确翻译：'桃 应 问 ：'"
桃 应 问 曰 ： 舜 为 天 子 ，,"'桃 应 问 道 ： 舜 就 是 天 子 ，'

    正确翻译是：
    正确翻译：'桃 应 问 ： 舜 就 是 天 子 ，'
    正确翻译是：'桃 应 问 ： 舜 就 是 天 子"
桃 应 问 曰 ： 舜 为 天 子 ， 皋 陶 为 士 ，,"'桃 应 问 道 ： 舜 是 天 子 ， 皋 陶 是 士 人 ，'
    正确翻译：'桃 应 问 ： 舜 是 天 子 ， 皋 陶 是 士 兵 ，'
    正确��"
舜 为 天 子 ，,"'舜 是 天 子 ，'
    正确翻译：'舜 是 天 子 ，'
    正确翻译：'舜 是 天 子 ，'
    正确翻译：'舜 是 天 子 ，'
    正确翻译：'舜 是 天 子 ，'
    正确翻译：'舜"
舜 为 天 子 ， 皋 陶 为 士 ，,"'舜 是 天 子 ， 皋 陶 是 士  class ，'
    正确翻译：'舜 是 天 子 ， 皋 陶 是 士 兵 ，'
    正确翻译：'舜 是 天 子 ， 皋 陶 是 士 兵 ，'"
舜 为 天 子 ， 皋 陶 为 士 ， 瞽 瞍 杀 人 ，,"'舜 是 天 子 ， 皋 陶 是 士  class ， 瞽 瞍 杀 人 ，'
    正确翻译：'舜 是 天 子 ， 皋 陶 是 士 人 ， 瞽 瞍 ��"
皋 陶 为 士 ，,"'皋 陶 是 一 个 士  class=all ，'
    正确翻译：'皋 陶 是 一 个 士 阶 级 的 ，'
    正确翻译：'皋 陶 是 一 个 士 人 的 ，'
    正确翻译：'皋 陶 是 一 个"
皋 陶 为 士 ， 瞽 瞍 杀 人 ，,"'皋 陶 是 士  class 别 人 ， 瞽 瞍 杀 人 ，'
    正确翻译：'皋 陶 是 一 个 士  class 的 人 ， 瞽 瞍 杀 人 ，'
    正确翻译：'皋"
皋 陶 为 士 ， 瞽 瞍 杀 人 ， 则 如 之 何 ？,"'皋 陶 是 士 人 ， 瞽 瞍 杀 人 ， 这 就 好 吧 呢 ？'
    正确翻译的说明：
    正确翻译的原因：
    文言文句子中的'皋 陶"
瞽 瞍 杀 人 ，,"'杀 害 瞽 瞍 的 人 ，'
    正确翻译：'杀 害 瞽 瞍 的 人 ，'
    正确翻译：'杀 害 瞽 瞍 的 人 ，'
    正确翻译：'杀 害 瞽 瞍 的"
瞽 瞍 杀 人 ， 则 如 之 何 ？,"'杀 害 瞽 瞍 的 人 ， 那 倒 是 哪 怕 ？'
    正确翻译的说明：
    正确翻译的原因：
    文言文句子中的'瞼 瞍 瞽 的 人 ，' 指 的 是 瞇 �"
则 如 之 何 ？,"'那 倒 象 它 们 该 怎 么 办 ？'
    正确翻译说明：
    正确翻译表明：
    正确翻译：
    
    正确翻译是 正确 的 因 为：
    正确翻译是 不 正确 的 因 为：

- [Response]: 正确翻译"
孟 子 曰 ：,"'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'

    正确翻译是：
    正确翻译：'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译：'�"
孟 子 曰 ： 执 之 而 已 矣 。,"'孟 子 说 ： 执 行 他 們 的 政 理 就 好 了 了 。'
    正确翻译的原因：'执 行 他 們 的 政 理 就 好 了 了 ，' 表 明 孟 子 坚 持 政 理 的 正 确"
执 之 而 已 矣 。,"'他 执 行 了 却 还 没 有 结 果 。'
    正确翻译理由：
    正确翻译理由：'执 行 这 条 政 理 却 没 有 产 生 所 谓 的 结 果 ，'
    正确翻译：'执 行 这 条 政 理"
然 则 舜 不 禁 与 ？,"'那 么 舜 不 禁 与 哪 一 个 ？'
    正确翻译说明：
    正确翻译是：
    正确翻译：
    正确翻译是：
    正确翻译：
    正确翻译是：
    正确翻译是：
    正确�����"
曰 ：,"'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'

    正确翻译是因为：
    正确翻译：'孟 子 说 ：'
    原文：'曰 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译理由：'曰 ：' 这 个 ��"
曰 ： 夫 舜 恶 得 而 禁 之 ？,"'孟 子 说 ： 舜 恶 善 得 比 错 了 别 人 别 国 别 人 杀 他 吧 ？'
    正确翻译的说明：
    正确翻译的原因：
    文言文句子中的'舜' 代表"
夫 舜 恶 得 而 禁 之 ？,"'舜 是 舜 舜 的 ， 怎 么 能 够 停 止 他 呢 ？'
    正确翻译的说明：
    正确翻译的原因：
    文言文句子的文言文翻译：
    正确翻译的原因：
    正确����"
夫 有 所 受 之 也 。,"'有 时 能 够 受 他 们 的 教 育 ， 有 时 不 能 够 受 他 们 教 育 ， 这 就 是 他 们 教 育 的 效 果 。'
    正确翻译说明：
    正确翻译解释：
    正确翻译表述：
    正"
然 则 舜 如 之 何 ？,"'那 么 舜 好 象 你 们 呢 ？'
    正确翻译说明：
    正确翻译是：
    正确翻译表述了文言文句子的含义。
    正确翻译：
    正确翻译表述了文言文句子的含义。
    正确��"
曰 ：,"'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'

    正确翻译是因为：
    正确翻译：'孟 子 说 ：'
    原文：'曰 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译理由：'曰 ：' 这 个 ��"
曰 ： 舜 视 弃 天 下 ，,"'孟 子 说 ： 舜 看 待 天 下 有 如 看 待 自 己 ，'
    正确翻译说明：
    正确翻译：
    正确翻译：'孟 子 说 ： 舜 看 待 天 下 就 好 象 看 待"
曰 ： 舜 视 弃 天 下 ， 窃 负 而 逃 ，,"'孟 子 说 ： 舜 看 待 天 下 有 如 看 待 猴 子 ， 窃 匈 匈 而 逃 ，'
    正确翻译的说明：
    正确翻译的意思是：'孟 子"
舜 视 弃 天 下 ，,"'舜 看 待 天 下 有 如 看 待 猛 兽 ，'
    正确翻译：'舜 看 待 天 下 就 象 看 待 猛 兽 一 样 ，'
    正确翻译：'舜 看 待 天 下 就 象 看 待"
舜 视 弃 天 下 ， 窃 负 而 逃 ，,"'舜 看 待 天 下 有 如 看 待 是 垃 圾 ， 窃 匈 而 逃 ，'
    正确翻译意思：
    正确翻译意思：'舜 看 待 天 下 是 垃 圾 ，"
舜 视 弃 天 下 ， 窃 负 而 逃 ， 遵 海 滨 而 处 ，,"'舜 看 待 天 下 有 如 看 待 海 边 滨 水 ， 窃 匈 匈 地 损 害 他 人 ，'
    正确翻译的说明：
    正确翻译"
窃 负 而 逃 ，,"'偷 偷 爱 民 而 逃 荒 ，'
    正确翻译：'偷 偷 爱 国 而 逃 荒 ，'
    正确翻译：'偷 偷 爱 国 而 逃 荒 ，'
    正确翻译：'偷 ��"
窃 负 而 逃 ， 遵 海 滨 而 处 ，,"'偷 偷 爱 民 而 逃 荒 ， 崇 尚 崩 坏 的 国 家 征 伐 海 边 ，'
    正确翻译说明：
    正确翻译解释：
    正确翻译表达了文"
窃 负 而 逃 ， 遵 海 滨 而 处 ， 终 身  然 ，,"'偷 偷 爱 民 而 逃 荒 ， 崇 尚 崩 坤 而 居 住 海 边 ， 最 后 只 能 停 在 这 里 ，'
    正确翻译意思：'"
遵 海 滨 而 处 ，,"'住 住 在 海 边 ，'
    正确翻译：'住 住 在 海 边 ，'
    正确翻译：'住 住 在 海 边 ，'
    正确翻译：'住 住 在 海 边 ，'
    正确翻译：'住 住"
遵 海 滨 而 处 ， 终 身  然 ，,"'仔 细 地 遵 守 海 边 墨 顶 而 住 下 ， 终 究 是 干 渴 啊 ，'
    正确翻译说明：
    正确翻译解释：
    正确翻译表达了文言文��"
遵 海 滨 而 处 ， 终 身  然 ， 乐 而 忘 天 下 。,"'仔 细 地 垂 下 于 海 边 ， 终 身 快 乐 地 忘 了 天 下 ，'

    正确翻译是：
    正确翻译：'仔 细 地 住 下 在"
终 身  然 ，,"'终 生 好 象 ，'
    正确翻译：'终 生 好 象 ，'
    正确翻译：'终 生 好 象 ，'
    正确翻译：'终 生 好 象 ，'
    正确翻译：'终 生 好 象 ，'
    正确翻译：'��"
终 身  然 ， 乐 而 忘 天 下 。,"'终 极 喜 欢 它 ， 快 乐 而 忘 了 天 下 。'
    正确翻译理由：
    正确翻译理由：'终 极 喜 欢 它 ， 这 是 一 种 强 烈 的 情 �"
乐 而 忘 天 下 。,"'快 乐 而 忘 不 关 照 天 下 。'
    正确翻译：'快 乐 而 忘 了 天 下 的 重 要 。'
    正确翻译：'快 乐 而 忘 了 天 下 的 重 要 。'
    正确翻译：'快 乐 而"
孟 子 自 范 之 齐 ，,"'孟 子 自 治 齐 国 ，'
    正确翻译：'孟 子 自 治 齐 国 ，'
    正确翻译：'孟 子 自 治 齐 国 ，'
    正确翻译：'孟 子 自 治 齐 国 ，'
    正确����"
孟 子 自 范 之 齐 ， 望 见 齐 王 之 子 。,"'孟 子 自 治 齐 国 ， 看 待 齐 王 子 。'
    正确翻译的原因：'自 治 齐 国 的' 表示 '孟 子 在 齐 国 执 行 自 主 政 理 的 时 候"
望 见 齐 王 之 子 。,"'看 待 齐 王 子 ，'
    正确翻译：'看 待 齐 王 子 ，'
    正确翻译：'看 待 齐 王 子 ，'
    正确翻译：'看 待 齐 王 子 ，'
    正确翻译：'看 待"
喟 然 叹 曰 ：,"'喟 叹 道 ：'
    正确翻译：'喟 叹 道 ：'

    正确翻译是什么原因：
    原因：
    文言文句子中的'喟 然 叹 曰 ：'表达了一种强烈的感叹，这种表达方式在现代汉语中通"
喟 然 叹 曰 ： 居 移 气 ，,"'听 声 声 叹 号 叫 ： 居 住 在 不 同 地 区 ，'
    正确翻译：
    正确翻译：'听 声 声 叹 惠 惠 道 ： 居 住 在 不 同 地 区 ，"
喟 然 叹 曰 ： 居 移 气 ， 养 移 体 ，,'听 善 人 曾 问 道 ： 居 住 在 不 同 地 区 的 人 又 能 够 改 变 自 己 的 气 质 ， 养 尊 卑 的 人 能 够 改 变 自
居 移 气 ，,"'居 住 在 不 同 地 方 的 人 們 会 受 不 利 益 的 气 候 变 化 ，'
    正确翻译说明：
    正确翻译解释：
    正确翻译表述：
    正确翻译原文：
    正确翻译含糊："
居 移 气 ， 养 移 体 ，,"'居 住 在 不 同 地 方 的 人 們 会 改 变 自 己 的 气 质 ， 饮 食 和 锻 炼 的 方 式 也 会 改 变 自 己 的 体 质 ，'

    正确翻译理由：
    正确����"
居 移 气 ， 养 移 体 ， 大 哉 居 乎 ！,"'劝 倦 挟 挟 ， 养 护 身 体 ， 很 重 要 啊 ！'
    正确翻译理由：
    正确翻译理由：'文言 文 言 具 有 特 别 的 意 思 ，'"
养 移 体 ，,"'养 尊 卑 的 心 腑 ，'
    正确翻译：'养 尊 卑 的 心 脏 ，'
    正确翻译：'养 尊 卑 的 心 脏 ，'
    正确翻译：'养 尊 卑 的 心 脏 ，'"
养 移 体 ， 大 哉 居 乎 ！,"'养 育 人 的 工 作 ， 很 大 啊 ， 居 住 在 这 里 ！'
    正确翻译理由：
    正确翻译理由：'养 育 人 的 工 作 是 很 重 要 的 ， 正 是 我 们 居 住 在"
大 哉 居 乎 ！,"'居 住 在 这 里 啊 ！'
    正确翻译理由：
    正确翻译理由：'这 里 居 住 的 人 很 大 吧 ！'
    正确翻译理由：'这 里 居 住 的 人 很 大 一 样 啊 ！'
    正确翻"
夫 非 尽 人 之 子 与 ？,"'这 是 不 满 充 的 人 的 孩 子 吗 ？'
    正确翻译说明：
    正确翻译是：'这 是 不 是 完 全 的 人 的 孩 子 吗 ？'
    正确翻译解释：
    正确翻译表述的"
孟 子 曰 ：,"'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'

    正确翻译是：
    正确翻译：'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译：'�"
孟 子 曰 ： 王 子 宫 室 、,"'孟 子 说 ： 王 子 所 住 的 宫 殿 、'

    正确翻译是：
    正确翻译：'孟 子 说 ： 王 子 所 住 的 居 住 所 害 的 宫 殿 、'
    说 明 解"
孟 子 曰 ： 王 子 宫 室 、 车 马 、,"'孟 子 说 ： 王 子 所 住 的 宫 殿 、 车 马 、'

    正确翻译是：
    正确翻译：'孟 子 说 ： 王 子 所 住 的 宫 殿 、 车 马"
王 子 宫 室 、,"'王 子 居 住 在 宫 殿 、'
    正确翻译：'王 子 居 住 在 宫 殿 中 ，'
    正确翻译：'王 子 居 住 在 宫 殿 的 内 部 ，'
    正确翻译：'王 子 居 住 在"
王 子 宫 室 、 车 马 、,"'王 子 所 住 的 宫 殿 、 所 乘 的 车 马 、'
    正确翻译：'王 子 所 住 的 宫 殿 、 所 乘 的 车 马 、'
    正确翻译：'王 子 所 住 的 ��"
王 子 宫 室 、 车 马 、 衣 服 多 与 人 同 ，,"'王 子 居 住 在 宫 殿 、 驱 车 、 穿 衣 服 多 各 种 人 的 同 样 ，'
    正确翻译意思：
    正确翻译意思：'王 子 居 住 在"
车 马 、,"'车 马 、'
    正确翻译：'车 马 、'
    正确翻译：'车 马 、'
    正确翻译：'车 马 、'
    正确翻译：'车 马 、'
    正确翻译：'车 马 、'
    正确翻译：'车 马 、'"
车 马 、 衣 服 多 与 人 同 ，,"'车 马 、 衣 服 多 的 人 很 多 ，'
    正确翻译：'车 马 、 衣 服 的 人 很 多 ，'
    正确翻译：'车 马 、 衣 服 的 人 很 多 ，'
    正确����"
车 马 、 衣 服 多 与 人 同 ， 而 王 子 若 彼 者 ，,"'车 马 、 衣 服 多 的 人 很 喜 欢 彼 们 一 起 出 去 ， 而 王 子 却 象 那 样 ，'
    正确翻译的说明：
    正确翻译的意思是：'��"
衣 服 多 与 人 同 ，,"'衣 服 多 征 来 到 底 下 ，'
    正确翻译：'衣 服 的 丰 多 征 侵 到 了 最 基 本 ，'
    正确翻译：'衣 服 的 丰 多 征 侵 着 人 民 的 最 基 本"
衣 服 多 与 人 同 ， 而 王 子 若 彼 者 ，,"'衣 服 多 征 来 到 庶 民 ， 而 王 子 却 象 那 样 ，'
    正确翻译说明：
    正确翻译：'衣 服 多 征 来 到 庶 民 ， 而 王 子 却 不 会"
衣 服 多 与 人 同 ， 而 王 子 若 彼 者 ， 其 居 使 之 然 也 ；,"'衣 服 多 征 往 着 人 ， 而 王 子 却 象 那 样 ， 他 居 住 在 那 里 就 好 象 那 种 人 。'
    正确翻译的原因：
    正确��"
而 王 子 若 彼 者 ，,"'而 王 子 却 象 那 样 ，'
    正确翻译：'而 王 子 却 象 那 种 不 愈 不 愈 的 态 度 ，'
    正确翻译：'而 王 子 却 表 现 为 那 种 不 愈 不 愈 的 态 度 ，'"
而 王 子 若 彼 者 ， 其 居 使 之 然 也 ；,"'而 王 子 却 象 那 样 ， 他 居 住 在 那 里 就 好 象 使 他 变 得 好 勇 勿 退 。'
</syntaxhighlight>

== 文言文 ==
=== 文言文句子 ===
'''现代汉语翻译'''

''' 文言文"
其 居 使 之 然 也 ；,"'他 居 住 在 那 里 就 好 象 是 使 他 成 为 这 样 的 人 ；'
    正确翻译说明：
    正确翻译解释：
    正确翻译表述：
    正确翻译意思：

- Response: 正确翻译：'他 居 住 在"
况 居 天 下 之 广 居 者 乎 ？,"'宜 居 于 天 下 的 大 环 境 各 种 各 样 的 人 啊 ，'
    正确翻译：'宜 居 于 天 下 的 各 种 不 同 类 型 的 人 啊 ，'
    正确翻译：'宜"
鲁 君 之 宋 ，,"'鲁 国 到 宋 国 ，'
    正确翻译：
    正确翻译：'鲁 国 到 宋 国 ，'
    正确翻译：'鲁 国 入 宋 国 ，'
    正确翻译：'鲁 国 进 到 宋 国 ，'
    正确�����"
鲁 君 之 宋 ， 呼 于 垤 泽 之 门 。,"'鲁 国 到 垤 泽 ， 宋 国 宋 君 叫 它 徜 徉 。'
    正确翻译的说明：
    正确翻译的原因：
    文言文句子中的'宋 国 宋 君 ��"
呼 于 垤 泽 之 门 。,"'准 备 挟 着 爱 国 的 垤 泽 门 。'
    正确翻译说明：
    正确翻译是：'准 备 挟 住 垤 泽 门 ，' 这 个 翻译 正 确 地 表 达 了 文"
守 者 曰 ：,"'守 门 人 说 ：'
    正确翻译：

    正确翻译是：
    正确翻译：'守 门 人 说 ：'
    正确翻译：'门 礼 人 说 ：'
    正确翻译：'门 礼 人 说 ：'
    正确翻译：'门 礼 人 说"
守 者 曰 ： 此 非 吾 君 也 ，,"'守 门 人 说 ： 这 并 不 是 我 们 的 国 君 ，'
    正确翻译：
    正确翻译：'防 卫 人 说 ： 这 不 是 我 们 的 国 家 主 导 人 ，'
    正确翻译：'防 卫 人"
守 者 曰 ： 此 非 吾 君 也 ， 何 其 声 之 似 我 君 也 ？,"'守 门 人 说 ： 这 并 不 是 我 们 的 国 君 ， 为 什 么 这 声 声 借 他 做 我 们 国 君 的 呢 ？'
    正确翻译的原因："
此 非 吾 君 也 ，,"'这 并 不 是 我 们 的 国 家 ，'
    正确翻译：'这 并 不 是 我 们 的 国 家 ，'
    正确翻译：'这 并 不 是 我 们 的 国 家 ，'
    正确翻译：'这 并 不 是 我 们 的 国 家 ，'
    正确��"
此 非 吾 君 也 ， 何 其 声 之 似 我 君 也 ？,"'这 并 不 是 我 们 的 国 家 ， 为 什 么 这 种 声 音 能 象 我 们 国 家 一 样 呢 ？'
    正确翻译理由：
    正确翻译理由：'文 言 文 言 是 把"
何 其 声 之 似 我 君 也 ？,"'这 么 声 耳 惊 人 好 吗 ？ 它 就 象 我 国 君 子 一 样 声 耳 。'
    正确翻译的说明：
    正确翻译的原因：
    文言文句子中的'声 耳 惊 人 好 ��"
此 无 他 ，,"'这 是 一 种 独 一 性 的 行 为 ，'
    正确翻译：'这 是 一 种 独 孕 独 生 的 行 为 ，'
    正确翻译：'这 是 一 种 独 孕 独 生 的 行 为 ，'
    正确翻译：'这 是 一 种"
此 无 他 ， 居 相 似 也 。,"'这 是 他 们 所 不 知 道 的 ， 正 是 他 们 应 该 做 的 。'
    正确翻译：'这 是 他 们 不 应 该 做 的 ， 正 是 他 们 应 该 做 的 。'
    正确翻译：'这 是 他 们 不"
居 相 似 也 。,"'就 象 是 居 住 在 相 同 的 地 方 。'
    正确翻译：'就 象 是 居 住 在 相 同 的 地 区 。'
    正确翻译：'就 象 是 居 住 在 相 同 的 地 区 。'
    正确翻译：'就 象 是 居 ��"
孟 子 曰 ：,"'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'

    正确翻译是：
    正确翻译：'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译：'�"
孟 子 曰 ： 食 而 弗 爱 ，,"'孟 子 说 ： 吃 吃 没 有 爱 ，'
    正确翻译：'孟 子 说 ： 吃 过 很 多 东 西 ， 但 没 有 爱 ，'
    正确翻译：'孟 子 说 ： 吃 过"
孟 子 曰 ： 食 而 弗 爱 ， 豕 交 之 也 ；,"'孟 子 说 ： 做 献 爱 而 不 养 饮 ， 就 象 交 猴 子 一 样 ；'
    正确翻译的是：
    正确翻译：'孟 子 说 ： 如 果 不 养"
食 而 弗 爱 ，,"'却 不 吃 爱 ，'
    正确翻译：'却 不 吃 饭 ，'
    正确翻译：'却 不 吃 东 西 ，'
    正确翻译：'却 不 吃 东 西 ，'
    正确翻译：'却 不 吃"
食 而 弗 爱 ， 豕 交 之 也 ；,"'却 不 吃 着 吃 猪 肉 ， 这 就 象 是 交 淑 他 们 吧 ；'
    正确翻译说明：
    正确翻译解释：
    正确翻译表达了文言文句子的含义。
    正确"
豕 交 之 也 ；,'就 象 是 借 猪 子 的 借 物 一 样 ；'
爱 而 不 敬 ，,"'爱 惜 不 敬 ，'
    正确翻译：'爱 惜 不 恭 敬 ，'
    正确翻译：'爱 惜 不 恭 敬 ，'
    正确翻译：'爱 惜 不 恭 敬 ，'
    正确翻译"
爱 而 不 敬 ， 兽 畜 之 也 。,"'爱 惜 却 不 敬 恭 ， 就 象 是 兽 畜 一 样 。'
    正确翻译的说明：
    正确翻译的原因：
    文言文句子中的'爱 而 不 敬 ，' 表示的是'不 ��"
