translation,modern_translation,bleu_score,bleurt_score,bert_score
大 哥 为 什 么 这 么 迟 才 改 变 看 法 呢 ！,我 大 哥 怎 么 到 底 呢 ？,3.718128840246149e-155,0.2485766559839248,0.6989930868148804
鲁 肃 于 是 拜 见 吕 蒙 的 母 亲 ，,拜 蒙 古 地 猪 兽 三 伏 而 坐 ，,1.2021513525930774e-231,0.1145971119403839,0.5928646922111511
鲁 肃 于 是 拜 见 吕 蒙 的 母 亲 ， 与 吕 蒙 结 为 朋 友 才 辞 别 。,拜 蒙 古 母 三 遂 ， 结 诸 乱 而 别 国 。,8.054925256346369e-232,0.2463379800319671,0.6147834658622742
与 吕 蒙 结 为 朋 友 才 辞 别 。,结 贤 于 爱 民 而 别 人 。,1.1084551487393798e-231,0.2136022448539734,0.5627983212471008
我 的 屋 子 里 ，,在 我 的 小 屋 里 ， ，,9.696727898117387e-155,0.526801347732544,0.8603172302246094
我 的 屋 子 里 ， 有 的 书 堆 在 木 箱 上 ，,我 的 屋 檐 下 面 有 很 多 植 物 ， 有 时 我 们 挟 着 睁 眼 镜 ， 挟 着 睖 子 ，,2.2715466036159864e-78,0.1697622686624527,0.7133236527442932
我 的 屋 子 里 ， 有 的 书 堆 在 木 箱 上 ， 有 的 书 陈 列 在 前 面 ，,我 的 房 屋 里 ， 有 人 搭 建 箪 箪 ， 有 人 住 在 前 面 ， 有 人 住 在 后 面 ， 有 人 住 在 旁 边 ,0.1291231002927818,0.3253449201583862,0.7781431674957275
我 的 屋 子 里 ， 有 的 书 堆 在 木 箱 上 ， 有 的 书 陈 列 在 前 面 ， 有 的 书 放 在 床 上 ， 抬 头 低 头 ，,我 的 室 内 ， 有 人 居 住 在 笑 虎 棺 ， 有 人 住 在 前 面 ， 有 人 睃 诸 乎 坐 坐 摆 于 床 台 ， 有 人 睃,0.1388960020865683,0.2277167290449142,0.7452021837234497
有 的 书 堆 在 木 箱 上 ，,易 化 地 住 下 来 ，,8.416851712392762e-232,0.0854275450110435,0.6082051396369934
有 的 书 堆 在 木 箱 上 ， 有 的 书 陈 列 在 前 面 ，,或 做 在 梁 惠 的 山 邑 居 住 ， 或 在 邠 地 的 山 邑 居 住 ， 或 在 邠 地 的 山 邑 居 住 ，,1.2083860769943533e-231,0.3190240263938904,0.6197695136070251
有 的 书 堆 在 木 箱 上 ， 有 的 书 陈 列 在 前 面 ， 有 的 书 放 在 床 上 ， 抬 头 低 头 ，,,0.0,0.0421235635876655,0.4975372850894928
有 的 书 堆 在 木 箱 上 ， 有 的 书 陈 列 在 前 面 ， 有 的 书 放 在 床 上 ， 抬 头 低 头 ， 四 周 环 顾 ， 没 有 不 是 书 的 。,一 个 昔 日 居 住 在 山 谷 ， 另 一 个 居 住 在 前 面 ， 另 一 个 摆 放 在 床 台 ， 几 个 是 读 书 的 老 ��,0.0933828156667711,0.199921041727066,0.7201464772224426
有 的 书 陈 列 在 前 面 ，,柳 陈 易 受 难 ，,8.396161215621529e-232,0.0707750990986824,0.5908212065696716
有 的 书 陈 列 在 前 面 ， 有 的 书 放 在 床 上 ， 抬 头 低 头 ，,又 有 陈 述 在 前 面 ， 又 有 枕 台 挟 在 床 台 ， 这 就 是 人 生 中 的 很 多 东 西 。,0.1114672746089044,0.2258291840553283,0.6936982870101929
有 的 书 陈 列 在 前 面 ， 有 的 书 放 在 床 上 ， 抬 头 低 头 ， 四 周 环 顾 ， 没 有 不 是 书 的 。,一 个 可 是 在 前 面 陈 述 ， 另 一 个 可 是 押 贵 于 床 台 的 礼 物 ， 有 几 个 是 读 书 的 人 ， 俯 仰 四 面 顾 仲 文,2.178446364807842e-78,0.2553163170814514,0.6791241765022278
有 的 书 放 在 床 上 ， 抬 头 低 头 ，,别 人 可 能 留 下 枕 子 在 床 架 ，,5.3286579041953965e-155,0.2142579555511474,0.6617544293403625
有 的 书 放 在 床 上 ， 抬 头 低 头 ， 四 周 环 顾 ， 没 有 不 是 书 的 。,现 在 也 可 以 把 爱 民 的 枕 子 放 在 床 ， 众 佚 于 四 周 的 诗 词 人 也 不 怎 么 不 学 得 忍 耐 吗 ？,1.977706421071844e-78,0.2065654247999191,0.6391394138336182
四 周 环 顾 ， 没 有 不 是 书 的 。,担 心 四 周 没 有 人 来 见 ， 只 有 《 书 》 能 解 决 这 个 问 题 。,6.083683266869439e-155,0.5237455368041992,0.6508480906486511
我 的 饮 食 起 居 ，,我 们 吃 吃 饭 吃 吃 食 物 ， 吃 饭 吃 东 西 ， 吃 饭 上 糗 食 ,1.1200407237786665e-231,0.1564202755689621,0.6387614011764526
我 的 饮 食 起 居 ， 感 到 悲 伤 ， 忧 愁 ，,我 们 吃 吃 饭 吃 吃 东 西 ， 很 快 乐 很 高 兴 ， 很 哀 愁 很 愤 怒 ， 是 因 为 吃 东 西 啊 ，,1.1454162233972301e-231,0.3662131428718567,0.6760024428367615
我 的 饮 食 起 居 ， 感 到 悲 伤 ， 忧 愁 ， 不 曾 不 与 书 在 一 起 的 。,我 吃 各 种 食 物 ， 各 有 不 同 的 境 历 ， 各 有 不 同 的 情 况 ， 我 还 总 是 感 叹 不 服 丧 。 我 还 没 有 不 去 读,1.3192937256748264e-231,0.3384524583816528,0.6459531784057617
感 到 悲 伤 ， 忧 愁 ，,悲 哀 愤 怒 ， 这 是 怎 样 才 能 够 招 来 人 民 的 悦 动 心 呢 ？ 这 就 是 为 了 招 来 人 民 的 悦 动 心 ， 吧 。,9.657011266549739e-232,0.5492990612983704,0.598513662815094
感 到 悲 伤 ， 忧 愁 ， 不 曾 不 与 书 在 一 起 的 。,悲 哀 愤 怒 ， 我 还 不 愿 意 不 与 《 书 》 一 起 。,7.346153272462044e-155,0.4845348000526428,0.743279218673706
不 曾 不 与 书 在 一 起 的 。,一 直 没 有 不 与 《 书 》 同 行 互 相 相 吻 。,5.667113443314699e-155,0.5619430541992188,0.6897284984588623
客 人 不 来 拜 访 ，,不 满 足 于 的 是 宾 客 和 客 观 评 价 ， 这 就 是 不 值 得 待 下 的 。,1.0832677820940876e-231,0.3359150886535644,0.6300119161605835
客 人 不 来 拜 访 ， 落 冰 雹 等 变 化 ， 也 不 知 道 。,不 满 足 于 宾 客 的 人 ， 但 风 雨 雹 的 变 化 是 不 知 道 怎 样 变 化 的 。,2.6192891457062226e-78,0.401411235332489,0.7299388647079468
落 冰 雹 等 变 化 ， 也 不 知 道 。,但 天 气 变 极 端 的 时 候 ， 人 们 的 意 气 也 会 变 得 不 知 道 他 们 的 意 气 变 极 端 。,1.8435201129673048e-78,0.2324742674827575,0.6473646759986877
偶 尔 想 要 站 起 来 ，,是 因 为 人 间 有 所 思 考 ，,1.0244914152188953e-231,0.136425569653511,0.6158461570739746
偶 尔 想 要 站 起 来 ， 但 杂 乱 的 书 围 绕 着 我 ，,是 因 为 有 意 思 攻 起 ， 但 是 混 杂 的 文 言 文 化 就 会 使 人 散 漫 ， 这 就 会 使 人 感 受 到 压 榨 。,3.918477812555336e-155,0.2531334459781647,0.6202870011329651
偶 尔 想 要 站 起 来 ， 但 杂 乱 的 书 围 绕 着 我 ， 好 像 积 着 的 枯 树 枝 ，,是 因 为 有 意 思 干 掘 ， 但 是 混 杂 的 书 桌 掌 挡 起 来 ， 就 好 比 是 积 昧 的 枝 叶 ，,2.559273543323934e-78,0.4017682075500488,0.707892894744873
偶 尔 想 要 站 起 来 ， 但 杂 乱 的 书 围 绕 着 我 ， 好 像 积 着 的 枯 树 枝 ， 有 时 到 了 不 能 行 走 ，,是 因 为 有 意 思 干 ， 但 是 混 杂 了 书 权 ， 就 好 比 来 干 秩 极 端 ， 还 要 不 得 去 做 到 归 还 ，,4.7742930243868505e-155,0.1932291984558105,0.6191511154174805
但 杂 乱 的 书 围 绕 着 我 ，,既 然 执 to 学 的 人 怎 么 办 呢 ？ 但 是 我 们 怎 么 办 呢 ？ ，,1.1896457329133973e-231,0.1333583742380142,0.5796386003494263
但 杂 乱 的 书 围 绕 着 我 ， 好 像 积 着 的 枯 树 枝 ，,而 把 《 书 》 拥 有 的 人 围 绕,3.147665035833743e-155,0.1591948121786117,0.6003168821334839
但 杂 乱 的 书 围 绕 着 我 ， 好 像 积 着 的 枯 树 枝 ， 有 时 到 了 不 能 行 走 ，,而 执 着 拥 持 《 书 》 的 人 围 绕 着 它 ， 就 好 象 是 积 昧 的 ， 有 时 还 不 能 行 为 于 它 ， 有 时 还 不 懂 它 。,3.2737040503778343e-78,0.4108712077140808,0.698992908000946
但 杂 乱 的 书 围 绕 着 我 ， 好 像 积 着 的 枯 树 枝 ， 有 时 到 了 不 能 行 走 ， 于 是 就 自 己 笑 自 己 说 ：,而 另 外 的 《 书 》 被 围 绕 着 ， 就 好 象 是 掘 井 而 不 行 为 ， 那 倒 是 又 不 敢 去 诱 取 ， 只 以 笑,1.8472929760890368e-78,0.2438371628522873,0.6660518050193787
好 像 积 着 的 枯 树 枝 ，,就 象 积 存 昔 年 极 箪 枪 那 样 ， 积 累 一 点 点 ， 极 少 有 什 么 新 鲜 东 西 。,9.418382295637229e-232,0.1186553910374641,0.6088924407958984
好 像 积 着 的 枯 树 枝 ， 有 时 到 了 不 能 行 走 ，,就 象 积 暂 存 的 枝 头 一 样 ， 有 时 竟 不 能 行 为 于 他 ， 这 就 是 不 可 行 必 顺 的 。,2.850285529650453e-78,0.4891077876091003,0.7354989647865295
好 像 积 着 的 枯 树 枝 ， 有 时 到 了 不 能 行 走 ， 于 是 就 自 己 笑 自 己 说 ：,如 果 比 积 极 极 少 ， 就 可 以 让 人 笑 倒 易 。 ,6.643501150042005e-232,0.3114288449287414,0.5805343985557556
好 像 积 着 的 枯 树 枝 ， 有 时 到 了 不 能 行 走 ， 于 是 就 自 己 笑 自 己 说 ： 这 不 是 我 说 的 鸟 窝 吗 ？,如 果 比 积 极 极 少 ， 还 是 不 能 走 到 底 底 的 地 方 ， 那 么 辄 臣 自 己 又 要 笑 ��,4.656218490366373e-155,0.2666537761688232,0.6194398403167725
有 时 到 了 不 能 行 走 ，,又 至 不 能 行 为 于 很 多 地 ， 还 可 以 不 行 为 于 很 多 地 ， 这 就 是 不 行 为 于 很 多 地 。,1.5270462878358646e-78,0.5084205865859985,0.6264150142669678
有 时 到 了 不 能 行 走 ， 于 是 就 自 己 笑 自 己 说 ：,至 少 不 行 为 于 不 行 ， 那 么 辄 道 的 人 就 会 说 ： ；,5.4954191975204066e-155,0.2683834433555603,0.6414300203323364
有 时 到 了 不 能 行 走 ， 于 是 就 自 己 笑 自 己 说 ： 这 不 是 我 说 的 鸟 窝 吗 ？,一 个 可 是 不 行 为 理 ， 那 借 用 他 们 的 笑 声 说 ： 这 些 不 是 我 所 说 的 巢 悬 的 墨 君 啊 ！,2.9959615621893485e-78,0.3132463693618774,0.6846299171447754
于 是 就 自 己 笑 自 己 说 ：,周 文 王 爱 民 的 行 为 ，,0.0,0.1280594021081924,0.5163870453834534
于 是 就 自 己 笑 自 己 说 ： 这 不 是 我 说 的 鸟 窝 吗 ？,甲 公 辄 辄 自 那 谓 巢 匠 又 问 ： 这 不 是 我 所 说 的 巢 匠 啊 ！,0.1833170494948505,0.3506651818752289,0.7310656309127808
这 不 是 我 说 的 鸟 窝 吗 ？,这 不 是 我 所 说 的 巢 墨 啊 ！,0.2790159393585827,0.5124401450157166,0.8348054885864258
于 是 邀 请 客 人 走 近 看 。,那 么 他 会 把 客 团 观 看 那 些 人 。,1.3568676344828118e-231,0.2516821622848511,0.6585767865180969
客 人 开 始 不 能 够 进 入 ，,请 吧 ， 晏 公 的 客 迁 不 能 进 ， 晏 公 先 生 却 拿 一 扇 币 裘 衣 服 来 见 ,4.417599881331674e-155,0.1352919638156891,0.6452255845069885
客 人 开 始 不 能 够 进 入 ， 已 进 屋 的 ， 也 不 能 出 来 ，,请 停 一 下 ，,4.966191707291264e-233,0.1374986171722412,0.5590360760688782
客 人 开 始 不 能 够 进 入 ， 已 进 屋 的 ， 也 不 能 出 来 ， 于 是 也 大 笑 着 说 ：,请 停 一 半 ，,1.0026568133960397e-233,0.0578764900565147,0.5541794896125793
客 人 开 始 不 能 够 进 入 ， 已 进 屋 的 ， 也 不 能 出 来 ， 于 是 也 大 笑 着 说 ： 确 实 啊 ，,请 停 一 下 ，,4.505227473283169e-234,0.0950921550393104,0.5563575625419617
已 进 屋 的 ， 也 不 能 出 来 ，,是 既 然 您 既 然 拥 有 利 益 却 不 能 去 见 诸 �,4.368048869756373e-155,0.1460777372121811,0.6010243892669678
已 进 屋 的 ， 也 不 能 出 来 ， 于 是 也 大 笑 着 说 ：,既 然 抵 攥 却 不 能 抵 押 �,2.341553330285833e-155,0.2108082771301269,0.5758492350578308
已 进 屋 的 ， 也 不 能 出 来 ， 于 是 也 大 笑 着 说 ： 确 实 啊 ，,既 然 抵 了 又 不 能 脱 离 ， 那 他 大 笑 说 ： 我 相 信 你 ， 。,6.804933319517222e-155,0.4224416017532348,0.7031581401824951
已 进 屋 的 ， 也 不 能 出 来 ， 于 是 也 大 笑 着 说 ： 确 实 啊 ， 这 像 鸟 窝 。,现 在 既 是 入 境 了 ， 却 不 能 脱 离 ， 那 他 也 就 大 笑 着 说 ： 我 相 信 他 ， 就 好 象 是 巨 兽 的 墙 壁,0.12524296922554,0.3589535653591156,0.7183964252471924
于 是 也 大 笑 着 说 ：,然 后 大 笑 到 哪 里 都 会 ， 说 ： ：,7.098450576376767e-155,0.3708894848823547,0.724609911441803
于 是 也 大 笑 着 说 ： 确 实 啊 ，,那 他 也 大 笑 说 ： 我 相 信 你 ， 但 是 我 还 不 确 定 。,2.972520735696054e-78,0.6010885238647461,0.7228453755378723
于 是 也 大 笑 着 说 ： 确 实 啊 ， 这 像 鸟 窝 。,那 就 同 样 大 笑 说 ： 我 相 信 你 ， 这 就 好 象 是 巢 币 ！,7.0536631636192156e-155,0.3305666744709015,0.7238701581954956
确 实 啊 ，,是 信 任 不 用 ，,1.1640469867513693e-231,0.1661085486412048,0.6072230935096741
确 实 啊 ， 这 像 鸟 窝 。,语 法 上 还 有 不 同 ，,9.55980462367717e-232,0.1387531757354736,0.6036679148674011
这 像 鸟 窝 。,是 象 养 禽 异 役 ，,0.0,0.1556093543767929,0.6730434894561768
有 个 想 向 董 遇 求 教 的 人 ，,有 人 从 学 习 而 成 就 大 成 就 ， 这 就 称 之 为 有 才 能 的 学 习 。,1.1640469867513693e-231,0.2012063711881637,0.6002247929573059
有 个 想 向 董 遇 求 教 的 人 ， 董 遇 不 肯 教 ，,有 人 学 到 很 多 ， 遇 到 不 愿 意 教 育 的 人 ， 不 用 教 育 他 ， 他 还 会 学 到 很 多 东 西 。,1.8702421094045355e-78,0.2823688983917236,0.6699336171150208
有 个 想 向 董 遇 求 教 的 人 ， 董 遇 不 肯 教 ， 却 说 ：,有 人 学 到 很 多 ， 遇 到 不 愿 意 教 育 的 人 ， 他 又 会 说 ：,2.9154018748021785e-78,0.3250821828842163,0.706479549407959
有 个 想 向 董 遇 求 教 的 人 ， 董 遇 不 肯 教 ， 却 说 ： 必 须 在 这 之 前 先 读 百 遍 。,有 人 学 习 厄 国 文 言 ， 遇 不 愿 意 学 习 ， 他 说 ： 先 要 读 百 姓 一 百 遍 。,2.6312318018163533e-78,0.3797088265419006,0.7448640465736389
董 遇 不 肯 教 ，,拒 绝 见 不 执 教 的 人 ， 不 要 教 育 他 们 。 ，,1.1808001696991508e-231,0.146802544593811,0.6409589052200317
董 遇 不 肯 教 ， 却 说 ：,拿 到 不 愿 意 教 育 它 ， 而 说 ： 教 育 它 ， 就 可 以 几 点 吧 。,4.703022836735944e-155,0.2455745637416839,0.667267918586731
董 遇 不 肯 教 ， 却 说 ： 必 须 在 这 之 前 先 读 百 遍 。,拿 到 不 愿 意 教 育 它 ， 而 说 ： 必 须 先 读 一 百 遍 。,0.2076047003130265,0.4356160163879394,0.7959006428718567
却 说 ：,而 说 ： 你 做 什 么 办 ？,6.08970970641905e-155,0.5427097678184509,0.7063121795654297
却 说 ： 必 须 在 这 之 前 先 读 百 遍 。,但 是 说 ： 先 要 读 他 一 百 遍 吧 。,7.559895759068455e-155,0.5112967491149902,0.788673460483551
必 须 在 这 之 前 先 读 百 遍 。,一 定 要 先 读 百 世 人 共 一 百 遍 。,4.772234596095121e-78,0.5706589818000793,0.784461259841919
意 思 是 ：,说 ：,5.635809992474887e-232,0.4034410715103149,0.616330623626709
意 思 是 ： 读 书 一 百 遍 ，,孟 子 说 ： 读 书 一 百 遍 ， 就 可 以 忘 遍 吧 。,0.3482352832757853,0.5588059425354004,0.7738093137741089
意 思 是 ： 读 书 一 百 遍 ， 它 的 意 思 自 然 显 现 出 来 了 。,语 义 ： 读 书 一 百 遍 ， 是 意 识 的 人 也 会 自 然 见 得 到 的 。,0.3042060837668054,0.4703700542449951,0.7508683204650879
读 书 一 百 遍 ，,学 习 一 个 词 义 百 倍 ， 学 习 一 个 文 言 上 一 句 话 百 倍 ， 学 习 一 个 文 言 文 言 一 倍 ,1.0080942617254968e-231,0.4017175436019897,0.6191838383674622
读 书 一 百 遍 ， 它 的 意 思 自 然 显 现 出 来 了 。,语 法 上 翻 译 结 果 还 不 错 ， 但 是 意 思 上 还 不 够 准 备 了 。 ,5.5928682194669055e-155,0.4423173666000366,0.6192314028739929
它 的 意 思 自 然 显 现 出 来 了 。,是 自 己 所 见 的 人 的 行 为 。,1.2021513525930774e-231,0.2598257958889007,0.5929656624794006
求 教 的 人 说 ：,从 学 为 主 的 人 说 ： ，,0.2984745896009823,0.5871557593345642,0.7549775242805481
求 教 的 人 说 ： 苦 于 没 时 间 。,从 学 为 人 说 ： 各 种 苦 矣 ，,3.3436321266514167e-78,0.4358066320419311,0.6971151232719421
苦 于 没 时 间 。,语 义 上 不 受  bother 。,1.1200407237786665e-231,0.2324144393205642,0.5707767009735107
董 遇 说 ：,随 自 然 而 遇 ：,1.384292958842266e-231,0.305862545967102,0.6047263145446777
董 遇 说 ： 应 当 用 三 余 。,找 到 语 言 学 说 ： 当 时 只 有 三 个 。,6.072910347203158e-155,0.2844743430614471,0.6413938403129578
应 当 用 三 余 。,参考翻译结果a: 当 时 只 有 三 个 。,1.4256605770826504e-231,0.516032338142395,0.6161452531814575
有 人 问 三 余 的 意 思 ，,语 义 上 还 有 三 个 不 同 意 义 。,1.2882297539194156e-231,0.3478551506996155,0.6326781511306763
董 遇 说 ：,随 自 然 而 遇 ：,1.384292958842266e-231,0.305862545967102,0.6047263145446777
董 遇 说 ： 冬 天 是 一 年 的 农 余 时 间 ，,接 近 灵 台 时 ， 又 有 冬 天 岁 年 超 过 一 倍 ， 这 说 明 是 易 成 长 而 快 乐 的 ,4.927224994977926e-155,0.2294335067272186,0.6205843687057495
董 遇 说 ： 冬 天 是 一 年 的 农 余 时 间 ， 夜 晚 是 白 天 的 多 余 时 间 ，,您 们 见 到 我 说 ： 冬 天 年 仅 有 一 岁 的 年 ， 夜 天 有 一 岁 的 年 ，,0.1281210789007867,0.3436998426914215,0.6997549533843994
董 遇 说 ： 冬 天 是 一 年 的 农 余 时 间 ， 夜 晚 是 白 天 的 多 余 时 间 ， 下 雨 的 日 子 一 年 四 季 都 有 余 。,您 见 到 说 ： 冬 天 年 差 几 岁 ， 夜 夜 天 天 的 年 差 几 岁 ， 阴 沉 下 雨 的 时 候 岁 岁 的 年,0.1133927974301705,0.314636081457138,0.6846973299980164
冬 天 是 一 年 的 农 余 时 间 ，,冬 天 的 年 仅 有 一 倍 ， 夏 天 的 年 仅 有 一 倍 ， 春 秋 有 七 倍 ,4.922348962291463e-155,0.2821810841560364,0.6258240342140198
冬 天 是 一 年 的 农 余 时 间 ， 夜 晚 是 白 天 的 多 余 时 间 ，,在 冬 天 的 年 仗 累 岁 ， 在 夏 天 的 年 仗 累 岁 ， 这 样 几 年 岁 劳 劳 倍 劳 劳 ，,5.588730969771522e-155,0.2597600817680359,0.64308100938797
冬 天 是 一 年 的 农 余 时 间 ， 夜 晚 是 白 天 的 多 余 时 间 ， 下 雨 的 日 子 一 年 四 季 都 有 余 。,冬 天 的 年 仅 有 一 岁 ， 夜 天 的 年 仅 有 一 岁 ， 阴 沉 的 雨 水 也 只 有 一 岁 的 时 候 。,6.4672810414938704e-155,0.4719282388687134,0.6977803111076355
夜 晚 是 白 天 的 多 余 时 间 ，,昨 夜 看 见 今 天 还 有 ， 是 因 为 昨 天 看 见 到 的 是 明 天 还 有 的 人 ， 所 以 今 天 还 有 。,1.1366384407888319e-231,0.2827599644660949,0.6250590085983276
夜 晚 是 白 天 的 多 余 时 间 ， 下 雨 的 日 子 一 年 四 季 都 有 余 。,现 在 的 日 子 ， 就 有 昨 天 没 有 的 ， 阴 沉 雨 天 气 也 有 昨 天 没 有 的 。,2.1856718250793204e-78,0.4903873205184936,0.6585214734077454
下 雨 的 日 子 一 年 四 季 都 有 余 。,易 化 的 雨 时 ， 有 的 是 随 雨 而 来 的 。,1.3091834502273125e-231,0.2860745191574096,0.6477173566818237
君 子 说 ，,君 子 说 ： ，,7.380245217279165e-78,0.8622223138809204,0.8940277099609375
君 子 说 ， 学 习 不 可 以 停 止 。,文言 文 ： 君 子 说 ： 学 习 不 可 以 快 乐 的 就 放 弃 了 。,0.2468849867202587,0.4125570654869079,0.8001728653907776
学 习 不 可 以 停 止 。,学 习 不 停 止 不 能 停 了 。,4.856474469839071e-78,0.6819711923599243,0.812015950679779
但 它 比 蓼 蓝 的 颜 色 更 青 ；,拿 对 于 蓝 天 黑 而 青 蓝 的 。 ,6.061838450024688e-155,0.2527117729187011,0.6376889944076538
但 它 比 蓼 蓝 的 颜 色 更 青 ； 冰 是 由 水 凝 结 成 的 ，,如 果 掌 抓 得 到 蓝 天 雾 霞 而 青 蓝 强 于 蓝 天 雾 霞 ； 冰 箱 ，,4.703022836735944e-155,0.1557164937257766,0.598412275314331
但 它 比 蓼 蓝 的 颜 色 更 青 ； 冰 是 由 水 凝 结 成 的 ， 但 它 比 水 更 冷 。,一 到 受 丧 的 蓝 蓬 时 ， 青 霞 比 蓝 蓬 要 新 鲜 ； 冰 账 ， 水 本 来 是 温 暖 而 又 寒 于 水 。,4.7654553793195306e-155,0.3415612876415252,0.6762200593948364
冰 是 由 水 凝 结 成 的 ，,是 冰 ，,2.465581483011069e-232,0.3057768642902374,0.7150704860687256
冰 是 由 水 凝 结 成 的 ， 但 它 比 水 更 冷 。,冰 是 由 水 而 成 ， 水 寒 于 水 。,0.1806514167627492,0.6819080710411072,0.8027478456497192
但 它 比 水 更 冷 。,水 象 是 温 暖 的 ， 但 却 冷 暴 雨 。,1.3568676344828118e-231,0.2859968543052673,0.7062647342681885
木 材 直 得 合 乎 拉 直 的 墨 绳 ，,把 木 匠 穿 着 绳 子 ， 把 绳 子 围 在 中 间 ， 把 绳 子 围 在 中 间 ,1.094855181967566e-231,0.2475319504737854,0.6308342218399048
木 材 直 得 合 乎 拉 直 的 墨 绳 ， 它 的 弯 度 就 可 以 合 乎 圆 规 ，,一 面 绳 束 紧 紧 贴 在 木 桌 子 上 ， 另 一 面 绳 束 紧 贴 在 绳 带 上 ， 这 样 就 好 了 。,1.1545437674642806e-231,0.3859334290027618,0.6248863935470581
它 的 弯 度 就 可 以 合 乎 圆 规 ，,他 的 曲 色 圆 周 统 规 。,9.918892480173172e-232,0.3311234712600708,0.6944358944892883
即 使 又 晒 干 了 ，,虽 然 有 暴 走 ， 但 是 不 敢 称 其 为 权 力 。,9.109159947227212e-232,0.0803254768252372,0.6026279926300049
即 使 又 晒 干 了 ， 也 不 会 再 挺 直 ，,虽 然 有 暴 暴 ， 不 攻 击 残 暴 的 ， 不 再 攻 击 ， 这 是 因 为 拒 绝 了 残 暴 ,1.1951155126698613e-231,0.2065783441066742,0.6277073621749878
即 使 又 晒 干 了 ， 也 不 会 再 挺 直 ， 所 以 木 材 经 墨 线 量 过 就 笔 直 了 ，,虽 然 有 暴 霸 ， 不 再 承 认 ， 那 么 木 受 绳 就 直 接 接 续 ， ,1.0770384319286624e-231,0.1780814826488495,0.6355165243148804
即 使 又 晒 干 了 ， 也 不 会 再 挺 直 ， 所 以 木 材 经 墨 线 量 过 就 笔 直 了 ， 金 属 刀 具 在 磨 刀 石 上 磨 过 就 锋 利 了 。,虽 然 有 暴 暴 ， 不 再 承 受 ， 那 就 折 ��etti 着 ， 那 样 的 木 头 拴 紐 直 而 接 绳 ， 那 样 的 金 铁 就 ��,1.0590654823449021e-231,0.133068099617958,0.6341337561607361
也 不 会 再 挺 直 ，,不 再 承 受 很 大 的 压 力 ， 那 就 会 愈 愈 强 强 。 ,1.250849891192838e-231,0.2646911442279815,0.6664655208587646
也 不 会 再 挺 直 ， 所 以 木 材 经 墨 线 量 过 就 笔 直 了 ，,不 再 折 累 一 点 ， 那 么 木 受 绳 直 通 着 ， 这 说 明 归 于 本 来 的 意 思 ， 是 本 来 要 准 备 阻 挡 绳 吧 ,1.156100809123877e-231,0.23941570520401,0.6420444250106812
也 不 会 再 挺 直 ， 所 以 木 材 经 墨 线 量 过 就 笔 直 了 ， 金 属 刀 具 在 磨 刀 石 上 磨 过 就 锋 利 了 。,不 再 折 复 ， 那 的 木 制 绳 就 直 接 接 续 ， 金 铁 就 很 利 益 ， ,3.0428561631720937e-155,0.252869039773941,0.677975058555603
所 以 木 材 经 墨 线 量 过 就 笔 直 了 ，,所 以 木 受 弹 绳 直 通 ， 是 不 可 辜 的 。,3.00466076572634e-78,0.3830468654632568,0.719241738319397
所 以 木 材 经 墨 线 量 过 就 笔 直 了 ， 金 属 刀 具 在 磨 刀 石 上 磨 过 就 锋 利 了 。,所 以 木 受 绳 直 通 ， 金 就 破 坏 很 佳 ， 这 就 是 利 益 ,1.856802800684813e-78,0.358546644449234,0.672181248664856
所 以 木 材 经 墨 线 量 过 就 笔 直 了 ， 金 属 刀 具 在 磨 刀 石 上 磨 过 就 锋 利 了 。 君 子 广 泛 地 学 习 而 且 每 天 对 照 检 查 自 己 ，,所 以 木 受 绳 直 通 ， 金 石 破 坏 胶 币 ， 君 子 广 博 学 而 不 忘 悠 悠 ，,1.5832913901883002e-78,0.2012686133384704,0.67626953125
金 属 刀 具 在 磨 刀 石 上 磨 过 就 锋 利 了 。,周 文 王 对 于 祭 祀 ，,0.0,0.0645797103643417,0.5730007290840149
金 属 刀 具 在 磨 刀 石 上 磨 过 就 锋 利 了 。 君 子 广 泛 地 学 习 而 且 每 天 对 照 检 查 自 己 ，,如 果 是 金 ， 就 会 非 常 有 利 ， 君 子 应 该,1.925643667191205e-155,0.1165525391697883,0.63946932554245
金 属 刀 具 在 磨 刀 石 上 磨 过 就 锋 利 了 。 君 子 广 泛 地 学 习 而 且 每 天 对 照 检 查 自 己 ， 就 智 慧 明 达 ， 行 动 不 会 犯 错 误 了 。,现 在 是 金 裁 磨 而 优 ， 这 些 利 益 就 会 促 进 您 的 发 展 。 君 子 应 该 广 博 学 习 而 不 怠 勤 ， 每 天 读,2.232880366694656e-78,0.3617870211601257,0.6617592573165894
君 子 广 泛 地 学 习 而 且 每 天 对 照 检 查 自 己 ，,君 子 学 得 很 强 ��,1.6020551024849304e-155,0.3215229511260986,0.6567363739013672
君 子 广 泛 地 学 习 而 且 每 天 对 照 检 查 自 己 ， 就 智 慧 明 达 ， 行 动 不 会 犯 错 误 了 。,君 子 广 博 学 得 很 强 ， 晨 间 常 常 辅 佐 自 己 ， 所 以 能 够 明 白 得 到 快 乐 而 行 为 于 人 ， 是 没 有 很 多 的 。,2.4039575936375157e-78,0.3852976262569427,0.6805896759033203
就 智 慧 明 达 ， 行 动 不 会 犯 错 误 了 。,一 昧 而 行 为 于 一 面 ， 知 道 是 个 又 一 面 的 垄 亮 而 不 能 超 过 的 。,1.1409851298103348e-231,0.2394253462553024,0.602559506893158
